Call Id,Agent,Date,Month,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID2538,Stewart,14-Feb-21,Feb,9:38,Contract related,N,N,0,0:00:00,0
ID2539,Joe,14-Feb-21,Feb,9:46,Admin Support,Y,Y,74,0:04:54,3
ID2540,Greg,14-Feb-21,Feb,9:46,Streaming,Y,N,117,0:02:45,4
ID2541,Jim,14-Feb-21,Feb,9:48,Contract related,N,N,0,0:00:00,0
ID2542,Diane,14-Feb-21,Feb,9:48,Admin Support,Y,Y,40,0:06:51,1
ID2543,Martha,14-Feb-21,Feb,10:24,Contract related,Y,Y,87,0:04:53,5
ID2544,Martha,14-Feb-21,Feb,10:24,Streaming,Y,Y,58,0:01:24,4
ID2545,Becky,14-Feb-21,Feb,10:30,Technical Support,Y,Y,84,0:06:00,4
ID2546,Jim,14-Feb-21,Feb,10:30,Payment related,Y,Y,54,0:02:17,2
ID2547,Dan,14-Feb-21,Feb,10:52,Contract related,Y,Y,13,0:05:36,5
ID2548,Diane,14-Feb-21,Feb,10:52,Technical Support,N,N,0,0:00:00,0
ID2549,Jim,14-Feb-21,Feb,11:54,Technical Support,Y,Y,42,0:00:36,4
ID2550,Stewart,14-Feb-21,Feb,11:54,Payment related,Y,Y,12,0:02:36,1
ID2551,Diane,14-Feb-21,Feb,12:31,Admin Support,Y,Y,13,0:04:40,3
ID2552,Greg,14-Feb-21,Feb,12:31,Contract related,N,N,0,0:00:00,0
ID2553,Diane,14-Feb-21,Feb,12:41,Streaming,Y,Y,100,0:03:11,5
ID2554,Joe,14-Feb-21,Feb,12:41,Payment related,Y,Y,70,0:01:10,2
ID2555,Stewart,14-Feb-21,Feb,12:57,Streaming,N,N,0,0:00:00,0
ID2556,Jim,14-Feb-21,Feb,12:57,Technical Support,N,N,0,0:00:00,0
ID2557,Becky,14-Feb-21,Feb,13:13,Technical Support,Y,Y,102,0:05:53,4
ID2558,Becky,14-Feb-21,Feb,13:13,Technical Support,Y,Y,82,0:03:19,3
ID2559,Joe,14-Feb-21,Feb,13:26,Streaming,Y,N,24,0:04:07,5
ID2560,Stewart,14-Feb-21,Feb,13:26,Admin Support,Y,Y,10,0:01:39,5
ID2561,Jim,14-Feb-21,Feb,13:46,Payment related,N,N,0,0:00:00,0
ID2562,Stewart,14-Feb-21,Feb,13:46,Streaming,Y,Y,80,0:05:01,1
ID2563,Stewart,14-Feb-21,Feb,13:50,Technical Support,Y,Y,63,0:06:14,4
ID2564,Greg,14-Feb-21,Feb,13:50,Contract related,Y,Y,43,0:06:53,4
ID2565,Dan,14-Feb-21,Feb,14:21,Payment related,N,N,0,0:00:00,0
ID2566,Diane,14-Feb-21,Feb,14:21,Payment related,Y,Y,87,0:02:02,4
ID2567,Joe,14-Feb-21,Feb,14:24,Technical Support,Y,Y,125,0:06:04,4
ID2568,Stewart,14-Feb-21,Feb,14:24,Payment related,Y,Y,56,0:03:52,1
ID2569,Greg,14-Feb-21,Feb,14:49,Payment related,Y,Y,88,0:03:46,3
ID2570,Jim,14-Feb-21,Feb,14:49,Payment related,Y,Y,45,0:01:17,4
ID2571,Dan,14-Feb-21,Feb,14:51,Technical Support,Y,Y,24,0:02:01,4
ID2572,Jim,14-Feb-21,Feb,14:51,Contract related,Y,Y,23,0:04:12,5
ID2573,Becky,14-Feb-21,Feb,15:34,Payment related,Y,Y,66,0:06:47,5
ID2574,Martha,14-Feb-21,Feb,15:34,Admin Support,N,N,0,0:00:00,0
ID2575,Joe,14-Feb-21,Feb,16:27,Streaming,Y,Y,67,0:01:35,4
ID2576,Becky,14-Feb-21,Feb,16:27,Technical Support,Y,Y,39,0:05:14,1
ID2577,Becky,14-Feb-21,Feb,16:37,Streaming,Y,Y,70,0:00:39,1
ID2578,Jim,14-Feb-21,Feb,16:37,Admin Support,Y,Y,40,0:06:39,5
ID2579,Stewart,14-Feb-21,Feb,16:37,Contract related,N,N,0,0:00:00,0
ID2580,Martha,14-Feb-21,Feb,16:37,Admin Support,Y,Y,28,0:06:26,3
ID2581,Joe,14-Feb-21,Feb,16:50,Technical Support,Y,Y,107,0:03:39,2
ID2582,Stewart,14-Feb-21,Feb,16:50,Payment related,Y,Y,62,0:04:42,4
ID2583,Diane,14-Feb-21,Feb,16:53,Technical Support,Y,Y,80,0:04:20,4
ID2584,Stewart,14-Feb-21,Feb,16:53,Contract related,Y,Y,63,0:03:06,3
ID2585,Becky,14-Feb-21,Feb,17:09,Technical Support,Y,Y,36,0:05:18,3
ID2586,Dan,14-Feb-21,Feb,17:09,Contract related,Y,Y,64,0:02:05,3
ID2587,Greg,14-Feb-21,Feb,17:09,Contract related,Y,Y,110,0:05:43,3
ID2588,Jim,14-Feb-21,Feb,17:09,Admin Support,Y,Y,43,0:06:22,3
ID2589,Jim,14-Feb-21,Feb,17:11,Technical Support,Y,Y,76,0:04:44,5
ID2590,Joe,14-Feb-21,Feb,17:11,Technical Support,Y,Y,45,0:02:29,2
ID2591,Martha,14-Feb-21,Feb,17:36,Streaming,Y,N,109,0:01:12,3
ID2592,Joe,14-Feb-21,Feb,17:36,Streaming,Y,Y,68,0:06:54,4
ID2593,Greg,14-Feb-21,Feb,17:42,Contract related,Y,N,99,0:06:54,1
ID2594,Dan,14-Feb-21,Feb,17:42,Contract related,Y,Y,27,0:04:05,4
ID2595,Greg,15-Feb-21,Feb,9:00,Streaming,Y,Y,14,0:00:58,3
ID2596,Greg,15-Feb-21,Feb,9:00,Admin Support,Y,Y,81,0:04:21,3
ID2597,Dan,15-Feb-21,Feb,9:33,Admin Support,Y,Y,24,0:03:07,3
ID2598,Dan,15-Feb-21,Feb,9:33,Contract related,Y,Y,13,0:05:48,1
ID2599,Becky,15-Feb-21,Feb,10:01,Technical Support,Y,Y,89,0:00:53,1
ID2600,Becky,15-Feb-21,Feb,10:01,Streaming,Y,Y,103,0:05:57,4
ID2601,Jim,15-Feb-21,Feb,10:01,Payment related,Y,Y,103,0:03:48,3
ID2602,Greg,15-Feb-21,Feb,10:01,Payment related,N,N,0,0:00:00,0
ID2603,Stewart,15-Feb-21,Feb,10:20,Contract related,Y,N,59,0:03:31,3
ID2604,Joe,15-Feb-21,Feb,10:20,Payment related,Y,Y,113,0:01:38,3
ID2605,Diane,15-Feb-21,Feb,11:12,Contract related,Y,Y,69,0:01:52,2
ID2606,Diane,15-Feb-21,Feb,11:12,Technical Support,Y,Y,69,0:01:51,2
ID2607,Becky,15-Feb-21,Feb,11:34,Technical Support,Y,N,11,0:05:07,4
ID2608,Dan,15-Feb-21,Feb,11:34,Contract related,Y,Y,75,0:04:11,2
ID2609,Jim,15-Feb-21,Feb,11:41,Technical Support,Y,N,24,0:02:32,5
ID2610,Becky,15-Feb-21,Feb,11:41,Admin Support,Y,Y,124,0:06:08,3
ID2611,Greg,15-Feb-21,Feb,11:45,Admin Support,Y,Y,32,0:02:34,5
ID2612,Stewart,15-Feb-21,Feb,11:45,Admin Support,Y,Y,105,0:06:34,5
ID2613,Becky,15-Feb-21,Feb,11:48,Technical Support,N,N,0,0:00:00,0
ID2614,Jim,15-Feb-21,Feb,11:48,Payment related,Y,Y,94,0:01:03,4
ID2615,Joe,15-Feb-21,Feb,12:07,Contract related,Y,Y,107,0:02:16,4
ID2616,Diane,15-Feb-21,Feb,12:07,Admin Support,Y,Y,79,0:05:33,5
ID2617,Dan,15-Feb-21,Feb,12:21,Contract related,N,N,0,0:00:00,0
ID2618,Becky,15-Feb-21,Feb,12:21,Admin Support,Y,Y,59,0:02:05,4
ID2619,Dan,15-Feb-21,Feb,12:38,Technical Support,Y,N,117,0:04:54,3
ID2620,Martha,15-Feb-21,Feb,12:38,Streaming,Y,Y,37,0:01:51,3
ID2621,Dan,15-Feb-21,Feb,13:00,Admin Support,Y,Y,94,0:05:20,4
ID2622,Becky,15-Feb-21,Feb,13:00,Technical Support,Y,Y,120,0:02:45,1
ID2623,Jim,15-Feb-21,Feb,13:26,Contract related,N,N,0,0:00:00,0
ID2624,Martha,15-Feb-21,Feb,13:26,Streaming,Y,Y,50,0:06:47,2
ID2625,Becky,15-Feb-21,Feb,13:39,Payment related,Y,Y,47,0:02:28,5
ID2626,Stewart,15-Feb-21,Feb,13:39,Streaming,N,N,0,0:00:00,0
ID2627,Dan,15-Feb-21,Feb,13:42,Admin Support,Y,Y,118,0:02:53,5
ID2628,Becky,15-Feb-21,Feb,13:42,Admin Support,N,N,0,0:00:00,0
ID2629,Greg,15-Feb-21,Feb,14:28,Technical Support,N,N,0,0:00:00,0
ID2630,Jim,15-Feb-21,Feb,14:28,Technical Support,Y,Y,14,0:01:13,5
ID2631,Dan,15-Feb-21,Feb,14:29,Technical Support,Y,Y,88,0:01:09,3
ID2632,Joe,15-Feb-21,Feb,14:29,Streaming,Y,Y,124,0:00:52,4
ID2633,Diane,15-Feb-21,Feb,14:44,Payment related,Y,Y,18,0:00:48,5
ID2634,Dan,15-Feb-21,Feb,14:44,Admin Support,Y,Y,22,0:02:05,3
ID2635,Jim,15-Feb-21,Feb,14:51,Technical Support,N,N,0,0:00:00,0
ID2636,Becky,15-Feb-21,Feb,14:51,Streaming,Y,Y,94,0:06:18,5
ID2637,Becky,15-Feb-21,Feb,14:57,Technical Support,Y,N,54,0:03:36,3
ID2638,Greg,15-Feb-21,Feb,14:57,Contract related,Y,N,44,0:03:17,5
ID2639,Greg,15-Feb-21,Feb,15:46,Admin Support,Y,Y,28,0:04:23,3
ID2640,Jim,15-Feb-21,Feb,15:46,Payment related,Y,Y,103,0:03:12,3
ID2641,Joe,15-Feb-21,Feb,15:47,Technical Support,Y,Y,25,0:00:47,4
ID2642,Becky,15-Feb-21,Feb,15:47,Streaming,N,N,0,0:00:00,0
ID2643,Jim,15-Feb-21,Feb,16:01,Streaming,Y,Y,84,0:04:10,3
ID2644,Dan,15-Feb-21,Feb,16:01,Streaming,Y,Y,36,0:03:57,4
ID2645,Becky,15-Feb-21,Feb,17:11,Payment related,N,N,0,0:00:00,0
ID2646,Stewart,15-Feb-21,Feb,17:11,Payment related,Y,Y,42,0:03:41,4
ID2647,Dan,15-Feb-21,Feb,17:18,Streaming,Y,Y,124,0:03:51,3
ID2648,Stewart,15-Feb-21,Feb,17:18,Technical Support,Y,Y,99,0:03:40,5
ID2649,Diane,15-Feb-21,Feb,17:19,Streaming,Y,Y,124,0:04:23,5
ID2650,Greg,15-Feb-21,Feb,17:19,Admin Support,Y,Y,55,0:06:25,5
ID2651,Dan,15-Feb-21,Feb,17:45,Admin Support,N,N,0,0:00:00,0
ID2652,Jim,15-Feb-21,Feb,17:45,Payment related,N,N,0,0:00:00,0
ID2653,Greg,16-Feb-21,Feb,9:07,Admin Support,Y,Y,64,0:05:06,2
ID2654,Diane,16-Feb-21,Feb,9:07,Technical Support,Y,Y,82,0:04:54,2
ID2655,Diane,16-Feb-21,Feb,10:04,Streaming,Y,Y,50,0:03:19,4
ID2656,Stewart,16-Feb-21,Feb,10:04,Contract related,Y,Y,100,0:03:42,4
ID2657,Jim,16-Feb-21,Feb,10:23,Admin Support,Y,Y,26,0:06:54,3
ID2658,Dan,16-Feb-21,Feb,10:23,Payment related,Y,Y,75,0:04:14,2
ID2659,Greg,16-Feb-21,Feb,10:30,Technical Support,Y,Y,26,0:06:28,3
ID2660,Dan,16-Feb-21,Feb,10:30,Payment related,Y,Y,21,0:05:08,3
ID2661,Stewart,16-Feb-21,Feb,10:30,Admin Support,Y,Y,53,0:00:31,1
ID2662,Greg,16-Feb-21,Feb,10:30,Streaming,Y,Y,109,0:02:37,3
ID2663,Becky,16-Feb-21,Feb,11:06,Streaming,Y,Y,108,0:06:04,3
ID2664,Stewart,16-Feb-21,Feb,11:06,Contract related,Y,Y,58,0:05:16,5
ID2665,Stewart,16-Feb-21,Feb,11:12,Payment related,Y,Y,14,0:05:51,5
ID2666,Martha,16-Feb-21,Feb,11:12,Contract related,Y,Y,74,0:05:31,4
ID2667,Jim,16-Feb-21,Feb,11:18,Contract related,N,N,0,0:00:00,0
ID2668,Jim,16-Feb-21,Feb,11:18,Streaming,Y,Y,54,0:02:46,5
ID2669,Greg,16-Feb-21,Feb,11:26,Streaming,Y,Y,18,0:03:43,4
ID2670,Joe,16-Feb-21,Feb,11:26,Payment related,Y,Y,39,0:06:13,3
ID2671,Martha,16-Feb-21,Feb,12:10,Payment related,Y,Y,31,0:03:17,1
ID2672,Diane,16-Feb-21,Feb,12:10,Technical Support,Y,Y,118,0:05:00,3
ID2673,Diane,16-Feb-21,Feb,12:50,Payment related,N,N,0,0:00:00,0
ID2674,Joe,16-Feb-21,Feb,12:50,Contract related,Y,Y,118,0:05:58,3
ID2675,Jim,16-Feb-21,Feb,13:03,Payment related,Y,Y,69,0:03:37,4
ID2676,Greg,16-Feb-21,Feb,13:03,Payment related,Y,Y,125,0:06:21,5
ID2677,Dan,16-Feb-21,Feb,14:26,Streaming,Y,N,47,0:02:41,3
ID2678,Joe,16-Feb-21,Feb,14:26,Payment related,Y,Y,53,0:01:04,1
ID2679,Diane,16-Feb-21,Feb,14:48,Streaming,Y,N,55,0:04:37,2
ID2680,Martha,16-Feb-21,Feb,14:48,Admin Support,Y,Y,91,0:05:30,2
ID2681,Joe,16-Feb-21,Feb,14:54,Technical Support,Y,Y,37,0:05:23,3
ID2682,Jim,16-Feb-21,Feb,14:54,Admin Support,Y,Y,118,0:04:53,4
ID2683,Dan,16-Feb-21,Feb,15:07,Technical Support,Y,Y,37,0:05:36,5
ID2684,Becky,16-Feb-21,Feb,15:07,Admin Support,Y,Y,124,0:04:04,4
ID2685,Greg,16-Feb-21,Feb,15:20,Technical Support,Y,Y,105,0:01:35,4
ID2686,Diane,16-Feb-21,Feb,15:20,Admin Support,N,N,0,0:00:00,0
ID2687,Greg,16-Feb-21,Feb,15:34,Technical Support,Y,Y,36,0:03:27,1
ID2688,Martha,16-Feb-21,Feb,15:34,Streaming,Y,Y,87,0:06:52,4
ID2689,Becky,16-Feb-21,Feb,16:04,Technical Support,Y,Y,98,0:05:02,4
ID2690,Dan,16-Feb-21,Feb,16:04,Admin Support,N,N,0,0:00:00,0
ID2691,Joe,16-Feb-21,Feb,16:14,Payment related,Y,Y,37,0:02:51,3
ID2692,Jim,16-Feb-21,Feb,16:14,Streaming,Y,Y,65,0:04:48,1
ID2693,Diane,16-Feb-21,Feb,16:24,Contract related,Y,Y,117,0:06:27,3
ID2694,Dan,16-Feb-21,Feb,16:24,Streaming,Y,Y,70,0:01:42,4
ID2695,Greg,16-Feb-21,Feb,16:29,Streaming,N,N,0,0:00:00,0
ID2696,Becky,16-Feb-21,Feb,16:29,Streaming,Y,Y,30,0:05:33,3
ID2697,Becky,16-Feb-21,Feb,16:32,Technical Support,N,N,0,0:00:00,0
ID2698,Jim,16-Feb-21,Feb,16:32,Technical Support,Y,N,53,0:04:39,3
ID2699,Becky,16-Feb-21,Feb,17:12,Streaming,Y,Y,69,0:05:11,4
ID2700,Stewart,16-Feb-21,Feb,17:12,Contract related,Y,Y,109,0:04:10,1
ID2701,Dan,16-Feb-21,Feb,17:28,Technical Support,Y,Y,17,0:00:42,5
ID2702,Martha,16-Feb-21,Feb,17:28,Streaming,Y,Y,109,0:04:52,4
ID2703,Greg,16-Feb-21,Feb,17:31,Contract related,Y,Y,50,0:05:46,5
ID2704,Becky,16-Feb-21,Feb,17:31,Admin Support,Y,N,22,0:03:31,3
ID2705,Diane,16-Feb-21,Feb,17:45,Contract related,Y,Y,100,0:02:35,4
ID2706,Stewart,16-Feb-21,Feb,17:45,Streaming,Y,Y,101,0:05:15,3
ID2707,Becky,16-Feb-21,Feb,17:52,Payment related,Y,Y,15,0:02:49,3
ID2708,Diane,16-Feb-21,Feb,17:52,Contract related,Y,Y,59,0:04:29,5
ID2709,Stewart,17-Feb-21,Feb,9:01,Contract related,Y,Y,93,0:03:15,3
ID2710,Becky,17-Feb-21,Feb,9:01,Payment related,Y,Y,81,0:06:25,4
ID2711,Jim,17-Feb-21,Feb,9:17,Admin Support,Y,Y,20,0:02:11,1
ID2712,Greg,17-Feb-21,Feb,9:17,Contract related,Y,Y,47,0:00:35,3
ID2713,Diane,17-Feb-21,Feb,9:23,Admin Support,Y,N,17,0:03:02,1
ID2714,Stewart,17-Feb-21,Feb,9:23,Payment related,Y,N,15,0:01:04,3
ID2715,Diane,17-Feb-21,Feb,9:34,Technical Support,Y,Y,94,0:06:10,5
ID2716,Martha,17-Feb-21,Feb,9:34,Technical Support,Y,Y,10,0:02:15,5
ID2717,Joe,17-Feb-21,Feb,9:53,Admin Support,Y,Y,96,0:04:12,3
ID2718,Joe,17-Feb-21,Feb,9:53,Admin Support,Y,Y,32,0:01:41,4
ID2719,Becky,17-Feb-21,Feb,9:59,Streaming,Y,Y,36,0:05:02,1
ID2720,Martha,17-Feb-21,Feb,9:59,Streaming,Y,Y,50,0:01:42,5
ID2721,Stewart,17-Feb-21,Feb,10:03,Payment related,N,N,0,0:00:00,0
ID2722,Martha,17-Feb-21,Feb,10:03,Payment related,Y,Y,89,0:00:33,2
ID2723,Diane,17-Feb-21,Feb,10:36,Contract related,N,N,0,0:00:00,0
ID2724,Joe,17-Feb-21,Feb,10:36,Admin Support,Y,Y,114,0:05:47,5
ID2725,Martha,17-Feb-21,Feb,10:43,Streaming,Y,Y,44,0:06:31,5
ID2726,Joe,17-Feb-21,Feb,10:43,Admin Support,Y,Y,100,0:06:06,5
ID2727,Jim,17-Feb-21,Feb,11:24,Payment related,N,N,0,0:00:00,0
ID2728,Jim,17-Feb-21,Feb,11:24,Contract related,Y,Y,70,0:00:49,4
ID2729,Martha,17-Feb-21,Feb,11:24,Contract related,Y,Y,16,0:04:03,4
ID2730,Becky,17-Feb-21,Feb,11:24,Admin Support,Y,Y,49,0:01:04,4
ID2731,Joe,17-Feb-21,Feb,11:28,Streaming,Y,Y,96,0:05:48,4
ID2732,Greg,17-Feb-21,Feb,11:28,Admin Support,Y,Y,85,0:05:36,4
ID2733,Martha,17-Feb-21,Feb,11:42,Contract related,Y,Y,65,0:05:29,2
ID2734,Martha,17-Feb-21,Feb,11:42,Payment related,Y,Y,67,0:00:30,4
ID2735,Greg,17-Feb-21,Feb,12:05,Payment related,Y,Y,50,0:01:09,4
ID2736,Becky,17-Feb-21,Feb,12:05,Streaming,N,N,0,0:00:00,0
ID2737,Diane,17-Feb-21,Feb,12:10,Contract related,Y,Y,79,0:03:22,3
ID2738,Greg,17-Feb-21,Feb,12:10,Technical Support,Y,Y,107,0:03:53,4
ID2739,Martha,17-Feb-21,Feb,12:11,Contract related,Y,N,52,0:04:50,1
ID2740,Jim,17-Feb-21,Feb,12:11,Streaming,Y,N,104,0:06:25,1
ID2741,Joe,17-Feb-21,Feb,12:17,Admin Support,N,N,0,0:00:00,0
ID2742,Jim,17-Feb-21,Feb,12:17,Contract related,Y,Y,63,0:00:54,1
ID2743,Becky,17-Feb-21,Feb,13:03,Technical Support,Y,Y,79,0:03:51,4
ID2744,Greg,17-Feb-21,Feb,13:03,Streaming,Y,N,21,0:06:31,3
ID2745,Becky,17-Feb-21,Feb,13:24,Technical Support,Y,Y,93,0:05:36,3
ID2746,Joe,17-Feb-21,Feb,13:24,Streaming,Y,Y,72,0:02:52,4
ID2747,Greg,17-Feb-21,Feb,13:36,Admin Support,Y,Y,84,0:04:32,3
ID2748,Stewart,17-Feb-21,Feb,13:36,Admin Support,N,N,0,0:00:00,0
ID2749,Jim,17-Feb-21,Feb,14:19,Admin Support,Y,Y,45,0:02:04,3
ID2750,Stewart,17-Feb-21,Feb,14:19,Streaming,N,N,0,0:00:00,0
ID2751,Dan,17-Feb-21,Feb,14:29,Streaming,Y,N,49,0:01:21,4
ID2752,Becky,17-Feb-21,Feb,14:29,Admin Support,Y,Y,110,0:06:06,4
ID2753,Diane,17-Feb-21,Feb,14:32,Technical Support,Y,N,58,0:02:13,3
ID2754,Joe,17-Feb-21,Feb,14:32,Contract related,Y,Y,35,0:06:13,4
ID2755,Dan,17-Feb-21,Feb,15:02,Payment related,Y,Y,105,0:01:10,4
ID2756,Diane,17-Feb-21,Feb,15:02,Payment related,Y,Y,99,0:02:12,3
ID2757,Joe,17-Feb-21,Feb,15:10,Contract related,Y,Y,53,0:04:02,2
ID2758,Greg,17-Feb-21,Feb,15:10,Contract related,Y,N,50,0:06:42,4
ID2759,Jim,17-Feb-21,Feb,15:46,Contract related,Y,Y,114,0:02:32,4
ID2760,Stewart,17-Feb-21,Feb,15:46,Technical Support,N,N,0,0:00:00,0
ID2761,Diane,17-Feb-21,Feb,16:06,Payment related,N,N,0,0:00:00,0
ID2762,Dan,17-Feb-21,Feb,16:06,Payment related,Y,Y,87,0:02:30,4
ID2763,Jim,17-Feb-21,Feb,16:14,Payment related,Y,N,55,0:01:07,5
ID2764,Martha,17-Feb-21,Feb,16:14,Admin Support,Y,Y,97,0:05:54,4
ID2765,Martha,17-Feb-21,Feb,16:27,Payment related,Y,N,12,0:04:28,3
ID2766,Greg,17-Feb-21,Feb,16:27,Streaming,N,N,0,0:00:00,0
ID2767,Stewart,17-Feb-21,Feb,16:36,Admin Support,Y,Y,79,0:03:01,5
ID2768,Martha,17-Feb-21,Feb,16:36,Technical Support,Y,Y,11,0:06:23,3
ID2769,Stewart,17-Feb-21,Feb,17:11,Payment related,Y,N,69,0:00:39,4
ID2770,Jim,17-Feb-21,Feb,17:11,Admin Support,N,N,0,0:00:00,0
ID2771,Martha,17-Feb-21,Feb,17:12,Technical Support,N,N,0,0:00:00,0
ID2772,Jim,17-Feb-21,Feb,17:12,Admin Support,Y,Y,123,0:01:48,3
ID2773,Joe,17-Feb-21,Feb,17:44,Admin Support,N,N,0,0:00:00,0
ID2774,Martha,17-Feb-21,Feb,17:44,Admin Support,Y,N,48,0:03:34,4
ID2775,Joe,17-Feb-21,Feb,17:54,Contract related,Y,Y,78,0:06:57,3
ID2776,Joe,17-Feb-21,Feb,17:54,Technical Support,Y,Y,109,0:04:04,3
ID2777,Dan,18-Feb-21,Feb,9:23,Technical Support,Y,N,61,0:05:54,5
ID2778,Greg,18-Feb-21,Feb,9:23,Payment related,Y,Y,86,0:01:37,2
ID2779,Greg,18-Feb-21,Feb,9:43,Admin Support,Y,Y,74,0:06:52,4
ID2780,Diane,18-Feb-21,Feb,9:43,Payment related,Y,Y,125,0:04:53,3
ID2781,Becky,18-Feb-21,Feb,10:00,Contract related,Y,N,64,0:06:09,2
ID2782,Joe,18-Feb-21,Feb,10:00,Streaming,Y,Y,63,0:02:06,3
ID2783,Greg,18-Feb-21,Feb,10:13,Admin Support,Y,Y,46,0:06:36,4
ID2784,Greg,18-Feb-21,Feb,10:13,Admin Support,Y,Y,63,0:04:15,3
ID2785,Joe,18-Feb-21,Feb,10:16,Contract related,Y,Y,96,0:00:47,4
ID2786,Dan,18-Feb-21,Feb,10:16,Streaming,Y,Y,37,0:04:25,3
ID2787,Dan,18-Feb-21,Feb,10:33,Contract related,Y,Y,73,0:03:24,4
ID2788,Diane,18-Feb-21,Feb,10:33,Payment related,Y,Y,111,0:02:18,4
ID2789,Joe,18-Feb-21,Feb,10:37,Payment related,N,N,0,0:00:00,0
ID2790,Joe,18-Feb-21,Feb,10:37,Streaming,Y,Y,79,0:03:08,2
ID2791,Greg,18-Feb-21,Feb,10:56,Admin Support,N,N,0,0:00:00,0
ID2792,Dan,18-Feb-21,Feb,10:56,Admin Support,Y,N,32,0:05:36,3
ID2793,Dan,18-Feb-21,Feb,11:18,Contract related,Y,Y,60,0:04:50,3
ID2794,Dan,18-Feb-21,Feb,11:18,Payment related,Y,Y,25,0:05:31,3
ID2795,Jim,18-Feb-21,Feb,11:18,Payment related,Y,Y,72,0:04:11,4
ID2796,Dan,18-Feb-21,Feb,11:18,Technical Support,Y,Y,82,0:01:07,3
ID2797,Jim,18-Feb-21,Feb,11:25,Payment related,N,N,0,0:00:00,0
ID2798,Diane,18-Feb-21,Feb,11:25,Admin Support,Y,Y,104,0:06:44,4
ID2799,Stewart,18-Feb-21,Feb,11:34,Technical Support,N,N,0,0:00:00,0
ID2800,Becky,18-Feb-21,Feb,11:34,Technical Support,Y,Y,102,0:02:24,5
ID2801,Dan,18-Feb-21,Feb,11:38,Streaming,N,N,0,0:00:00,0
ID2802,Dan,18-Feb-21,Feb,11:38,Technical Support,N,N,0,0:00:00,0
ID2803,Martha,18-Feb-21,Feb,13:04,Streaming,Y,N,86,0:01:35,3
ID2804,Becky,18-Feb-21,Feb,13:04,Technical Support,Y,Y,93,0:06:04,2
ID2805,Stewart,18-Feb-21,Feb,13:33,Admin Support,N,N,0,0:00:00,0
ID2806,Jim,18-Feb-21,Feb,13:33,Streaming,N,N,0,0:00:00,0
ID2807,Dan,18-Feb-21,Feb,13:37,Technical Support,Y,Y,39,0:04:13,2
ID2808,Stewart,18-Feb-21,Feb,13:37,Admin Support,Y,Y,119,0:00:46,4
ID2809,Martha,18-Feb-21,Feb,13:45,Contract related,N,N,0,0:00:00,0
ID2810,Stewart,18-Feb-21,Feb,13:45,Technical Support,Y,Y,71,0:00:42,3
ID2811,Joe,18-Feb-21,Feb,13:48,Streaming,Y,Y,111,0:06:54,1
ID2812,Martha,18-Feb-21,Feb,13:48,Streaming,Y,N,120,0:04:00,1
ID2813,Joe,18-Feb-21,Feb,14:47,Technical Support,N,N,0,0:00:00,0
ID2814,Diane,18-Feb-21,Feb,14:47,Admin Support,Y,Y,81,0:03:02,5
ID2815,Jim,18-Feb-21,Feb,14:52,Payment related,N,N,0,0:00:00,0
ID2816,Martha,18-Feb-21,Feb,14:52,Streaming,Y,Y,40,0:02:23,1
ID2817,Dan,18-Feb-21,Feb,15:15,Admin Support,Y,Y,114,0:02:59,5
ID2818,Jim,18-Feb-21,Feb,15:15,Contract related,N,N,0,0:00:00,0
ID2819,Jim,18-Feb-21,Feb,16:00,Payment related,N,N,0,0:00:00,0
ID2820,Jim,18-Feb-21,Feb,16:00,Contract related,Y,Y,29,0:00:48,4
ID2821,Jim,18-Feb-21,Feb,16:03,Technical Support,Y,Y,56,0:06:30,3
ID2822,Diane,18-Feb-21,Feb,16:03,Technical Support,Y,N,58,0:02:45,4
ID2823,Martha,18-Feb-21,Feb,16:58,Technical Support,Y,Y,68,0:03:02,5
ID2824,Jim,18-Feb-21,Feb,16:58,Admin Support,Y,N,114,0:01:05,3
ID2825,Greg,18-Feb-21,Feb,16:59,Technical Support,Y,Y,11,0:03:08,3
ID2826,Becky,18-Feb-21,Feb,16:59,Streaming,Y,Y,46,0:01:43,3
ID2827,Jim,19-Feb-21,Feb,9:01,Admin Support,Y,Y,78,0:06:46,4
ID2828,Joe,19-Feb-21,Feb,9:01,Payment related,N,N,0,0:00:00,0
ID2829,Joe,19-Feb-21,Feb,9:17,Admin Support,Y,Y,53,0:05:01,3
ID2830,Jim,19-Feb-21,Feb,9:17,Payment related,Y,Y,37,0:03:21,1
ID2831,Diane,19-Feb-21,Feb,9:18,Streaming,Y,Y,111,0:03:40,4
ID2832,Dan,19-Feb-21,Feb,9:18,Contract related,Y,N,14,0:00:54,5
ID2833,Diane,19-Feb-21,Feb,9:25,Streaming,Y,Y,82,0:02:48,3
ID2834,Stewart,19-Feb-21,Feb,9:25,Contract related,N,N,0,0:00:00,0
ID2835,Dan,19-Feb-21,Feb,10:46,Payment related,N,N,0,0:00:00,0
ID2836,Jim,19-Feb-21,Feb,10:46,Admin Support,N,N,0,0:00:00,0
ID2837,Stewart,19-Feb-21,Feb,11:22,Contract related,Y,Y,69,0:04:54,3
ID2838,Diane,19-Feb-21,Feb,11:22,Streaming,Y,Y,21,0:06:54,3
ID2839,Becky,19-Feb-21,Feb,11:42,Payment related,Y,Y,113,0:00:41,2
